blocker_primary_category,can_owner_override_external_fact_truth_as_source_backed,next_required_action,owner_decision_options,owner_route,platform_scope,priority_class,recommended_primary_eligibility_lane,retrieval_target_id,target_field_path,field_name,separation_bucket,source_seed_title,source_seed_url,source_seed_summary,source_seed_quality
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_EXECUTION_LATENCY_WEBSOCKET_ORDERBOOK_EVENT_SEQUENCING_TARGETS_WEBSOCKET_ORDERBOOK_EVENT_SEQUENCING_PREDICTION_MARKETS_GENERAL_FORECASTEX_IBKR_OFFICIAL_API_DOCS_WEBSOCKET_ORDERBOOK_EVENT_SEQUENCING,pr151.target_fields.forecastex_ibkr.execution_latency.websocket_orderbook_event_sequencing_targets.websocket_orderbook_event_sequencing,websocket_orderbook_event_sequencing,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,IBKR Event Contracts Web API; Web API market-data stream,https://www.interactivebrokers.com/campus/ibkr-api-page/event-contracts/ | https://www.interactivebrokers.com/campus/ibkr-api-page/web-api-trading/,IBKR docs describe websocket top-of-book streaming; exact event sequencing field semantics may need a more specific websocket reference.,PARTIAL_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_RISK_CAPITAL_CONTROL_MAX_ORDER_NOTIONAL_TARGETS_MAX_ORDER_NOTIONAL_PREDICTION_MARKETS_GENERAL_FORECASTEX_IBKR_OFFICIAL_API_DOCS_MAX_ORDER_NOTIONAL,pr151.target_fields.forecastex_ibkr.risk_capital_control.max_order_notional_targets.max_order_notional,max_order_notional,PUBLIC_OFFICIAL_RETRIABLE__EXACT_VALUE_MAY_REQUIRE_OWNER_LOCATOR_OR_MARKET_SPECIFIC_LOOKUP,IBKR Event Trading; ForecastEx Rulebook,https://www.interactivebrokers.com/campus/ibkr-api-page/event-trading/ | https://data.forecastex.com/regulatory/ForecastEx_LLC_Rulebook.pdf,No single public global max-order-notional value was confirmed in current search; likely account/product/rule constrained.,PUBLIC_RETRIABLE_BUT_EXACT_VALUE_NOT_CONFIRMED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_RISK_CAPITAL_CONTROL_MAX_ORDER_NOTIONAL_TARGETS_MAX_ORDER_NOTIONAL_PREDICTION_MARKETS_GENERAL_KALSHI_OFFICIAL_API_DOCS_MAX_ORDER_NOTIONAL,pr151.target_fields.kalshi.risk_capital_control.max_order_notional_targets.max_order_notional,max_order_notional,PUBLIC_OFFICIAL_RETRIABLE__EXACT_VALUE_MAY_REQUIRE_OWNER_LOCATOR_OR_MARKET_SPECIFIC_LOOKUP,Kalshi Create Order; fixed-point price/count docs,https://docs.kalshi.com/api-reference/orders/create-order | https://docs.kalshi.com/getting_started/fixed_point_migration,Kalshi order docs include order size/price primitives; no single public global max-order-notional value was confirmed in current search.,PUBLIC_RETRIABLE_BUT_EXACT_VALUE_NOT_CONFIRMED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_RISK_CAPITAL_CONTROL_MAX_ORDER_NOTIONAL_TARGETS_MAX_ORDER_NOTIONAL_PREDICTION_MARKETS_GENERAL_POLYMARKET_OFFICIAL_API_DOCS_MAX_ORDER_NOTIONAL,pr151.target_fields.polymarket.risk_capital_control.max_order_notional_targets.max_order_notional,max_order_notional,PUBLIC_OFFICIAL_RETRIABLE__EXACT_VALUE_MAY_REQUIRE_OWNER_LOCATOR_OR_MARKET_SPECIFIC_LOOKUP,Polymarket CLOB market info; orderbook; error codes,https://docs.polymarket.com/trading/clients/public | https://docs.polymarket.com/api-reference/markets/get-clob-market-info | https://docs.polymarket.com/resources/error-codes,"Polymarket exposes min order size, tick size, fee parameters, and market-specific constraints; no single global max-order-notional value was confirmed.",PUBLIC_RETRIABLE_BUT_EXACT_VALUE_NOT_CONFIRMED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_EXECUTION_LIFECYCLE_EXECUTION_LIFECYCLE_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_API_DOCS_EXECUTION_LIFECYCLE,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_execution_lifecycle.execution_lifecycle,execution_lifecycle,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR Event Contracts; Event Trading,https://www.interactivebrokers.com/campus/ibkr-api-page/event-contracts/ | https://www.interactivebrokers.com/campus/ibkr-api-page/event-trading/,"IBKR docs describe ForecastEx instruments, buy-only behavior, reducing/closing by buying opposing contract, and LMT order flow.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_EXECUTION_LIFECYCLE_EXECUTION_LIFECYCLE_POLYMARKET_POLYMARKET_OFFICIAL_API_DOCS_EXECUTION_LIFECYCLE,pr151.target_fields.polymarket.venue_source_required.venue_execution_lifecycle.execution_lifecycle,execution_lifecycle,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Polymarket Order Lifecycle; Trading Overview,https://docs.polymarket.com/concepts/order-lifecycle | https://docs.polymarket.com/trading/overview,Polymarket docs describe offchain signed order creation/matching and onchain settlement.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_FILL_INTEGRITY_FILL_INTEGRITY_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_API_DOCS_FILL_INTEGRITY,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_fill_integrity.fill_integrity,fill_integrity,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR Event Contracts; TWS order status/executions,https://www.interactivebrokers.com/campus/ibkr-api-page/event-contracts/ | https://interactivebrokers.github.io/tws-api/order_submission.html,IBKR docs say forecast orders receive order-status updates and executions over standard rails; TWS orderStatus contains filled/remaining/avg fill fields.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_FILL_INTEGRITY_FILL_INTEGRITY_KALSHI_KALSHI_OFFICIAL_API_DOCS_FILL_INTEGRITY,pr151.target_fields.kalshi.venue_source_required.venue_fill_integrity.fill_integrity,fill_integrity,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Kalshi WebSockets; Kalshi order/fill direction changelog,https://docs.kalshi.com/getting_started/quick_start_websockets | https://docs.kalshi.com/changelog,Kalshi WebSockets include fill notifications and trade executions; order/fill fields include normalized direction fields.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_FILL_INTEGRITY_FILL_INTEGRITY_POLYMARKET_POLYMARKET_OFFICIAL_API_DOCS_FILL_INTEGRITY,pr151.target_fields.polymarket.venue_source_required.venue_fill_integrity.fill_integrity,fill_integrity,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Polymarket Order Lifecycle; Prices & Orderbook; Error Codes,https://docs.polymarket.com/concepts/order-lifecycle | https://docs.polymarket.com/concepts/prices-orderbook | https://docs.polymarket.com/resources/error-codes,"Polymarket docs cover limit orders, partial fills, matching, and error states for FOK/FAK/tick/min size.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_LATENCY_COMPONENT_SEMANTICS_LATENCY_COMPONENT_SEMANTICS_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_API_DOCS_LATENCY_COMPONENT_SEMANTICS,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_latency_component_semantics.latency_component_semantics,latency_component_semantics,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,IBKR Web API market data; rate limits; TWS pacing,https://www.interactivebrokers.com/campus/ibkr-api-page/webapi-doc/ | https://www.interactivebrokers.com/campus/ibkr-api-page/trader-workstation-api/,"Latency components can be seeded from snapshot pre-flight, websocket, rate-limit, and TWS/Gateway behavior; exact QTT latency taxonomy remains internal.",PARTIAL_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_LATENCY_COMPONENT_SEMANTICS_LATENCY_COMPONENT_SEMANTICS_KALSHI_KALSHI_OFFICIAL_API_DOCS_LATENCY_COMPONENT_SEMANTICS,pr151.target_fields.kalshi.venue_source_required.venue_latency_component_semantics.latency_component_semantics,latency_component_semantics,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,Kalshi WebSockets; Rate Limits,https://docs.kalshi.com/getting_started/quick_start_websockets | https://docs.kalshi.com/getting_started/rate_limits,Kalshi WebSocket and rate-limit docs seed control-plane latency components; exact QTT latency model remains internal.,PARTIAL_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_LATENCY_COMPONENT_SEMANTICS_LATENCY_COMPONENT_SEMANTICS_POLYMARKET_POLYMARKET_OFFICIAL_API_DOCS_LATENCY_COMPONENT_SEMANTICS,pr151.target_fields.polymarket.venue_source_required.venue_latency_component_semantics.latency_component_semantics,latency_component_semantics,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,Polymarket WebSocket overview; Rate Limits,https://docs.polymarket.com/market-data/websocket/overview | https://docs.polymarket.com/api-reference/rate-limits,Polymarket WebSocket/rate-limit docs seed stream and throttling components; exact QTT latency model remains internal.,PARTIAL_PUBLIC_OFFICIAL_SEED
